 JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror,
   317.000,   1,  0.72356060E+09,   0.00000000E+00,  -0.14051085E+10,   0.00000000E+00,   0.00000000E+00,  -0.99645162E+07,   0.00000000E+00,   0.00000000E+00,  -0.19652175E-11,
   318.000,   1,  0.73271151E+09,   0.00000000E+00,  -0.14153515E+10,   0.00000000E+00,   0.00000000E+00,  -0.10004775E+08,   0.00000000E+00,   0.00000000E+00,  -0.23578507E-11,
   319.000,   1,  0.74186346E+09,   0.00000000E+00,  -0.14255957E+10,   0.00000000E+00,   0.00000000E+00,  -0.10045039E+08,   0.00000000E+00,   0.00000000E+00,   0.58420465E-12,
   320.000,   1,  0.75101088E+09,   0.00000000E+00,  -0.14358348E+10,   0.00000000E+00,   0.00000000E+00,  -0.10085283E+08,   0.00000000E+00,   0.00000000E+00,   0.24531001E-11,
   321.000,   1,  0.76016463E+09,   0.00000000E+00,  -0.14460810E+10,   0.00000000E+00,   0.00000000E+00,  -0.10125554E+08,   0.00000000E+00,   0.00000000E+00,  -0.38021087E-11,
   322.000,   1,  0.76931538E+09,   0.00000000E+00,  -0.14563238E+10,   0.00000000E+00,   0.00000000E+00,  -0.10165813E+08,   0.00000000E+00,   0.00000000E+00,  -0.48389698E-11,
   323.000,   1,  0.77846940E+09,   0.00000000E+00,  -0.14665703E+10,   0.00000000E+00,   0.00000000E+00,  -0.10206086E+08,   0.00000000E+00,   0.00000000E+00,  -0.47798969E-11,
   324.000,   1,  0.78761656E+09,   0.00000000E+00,  -0.14768091E+10,   0.00000000E+00,   0.00000000E+00,  -0.10246328E+08,   0.00000000E+00,   0.00000000E+00,  -0.78911230E-11,
   325.000,   1,  0.79677248E+09,   0.00000000E+00,  -0.14870577E+10,   0.00000000E+00,   0.00000000E+00,  -0.10286609E+08,   0.00000000E+00,   0.00000000E+00,  -0.45602464E-11,
   326.000,   1,  0.80592273E+09,   0.00000000E+00,  -0.14973000E+10,   0.00000000E+00,   0.00000000E+00,  -0.10326865E+08,   0.00000000E+00,   0.00000000E+00,  -0.58100283E-11,
   327.000,   1,  0.81507489E+09,   0.00000000E+00,  -0.15075444E+10,   0.00000000E+00,   0.00000000E+00,  -0.10367130E+08,   0.00000000E+00,   0.00000000E+00,  -0.15095343E-11,
