 Branch:,           1 , # of structures:,          23  outlet temperatures
      JDAY,      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,
  302.4887,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.46,     12.97,     11.39,     11.31,      8.52,      7.39,    -99.00,    -99.00,    -99.00,     18.48,    -99.00,     14.93,     11.42,      9.28,      8.11,      7.15,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,     20.58,     55.51,      7.76,      7.76,      0.00,      0.00,      0.00,      3.23,      0.00,      3.36,      2.53,     12.59,      3.09,     54.35,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  302.5304,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.46,     12.97,     11.40,     11.32,      8.52,      7.39,    -99.00,    -99.00,    -99.00,     18.48,    -99.00,     14.94,     11.44,      9.30,      8.11,      7.15,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,     20.58,     55.51,      7.76,      7.76,      0.00,      0.00,      0.00,      3.23,      0.00,      3.36,      2.53,     12.59,      3.09,     54.35,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  302.5731,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.52,     13.03,     11.47,     11.38,      8.54,      7.38,    -99.00,    -99.00,    -99.00,     18.49,    -99.00,     14.99,     11.52,      9.35,      8.11,      7.15,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,     20.58,     55.51,      7.76,      7.76,      0.00,      0.00,      0.00,      3.23,      0.00,      3.36,      2.53,     12.59,      3.09,     54.35,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  302.6154,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.52,     12.99,     11.45,     11.37,      8.53,      7.35,    -99.00,    -99.00,    -99.00,     18.56,    -99.00,     14.99,     11.50,      9.35,      8.08,      7.14,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,     20.58,     55.52,      7.76,      7.76,      0.00,      0.00,      0.00,      3.23,      0.00,      3.36,      2.53,     12.59,      3.09,     54.35,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  302.6563,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.55,     13.00,     11.47,     11.39,      8.52,      7.33,    -99.00,    -99.00,    -99.00,     18.71,    -99.00,     15.02,     11.52,      9.42,      8.05,      7.13,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,     20.58,     55.52,      7.76,      7.76,      0.00,      0.00,      0.00,      3.22,      0.00,      3.36,      2.53,     12.59,      3.09,     54.35,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  302.6987,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.29,     12.70,     11.27,     11.23,      8.43,      7.29,    -99.00,    -99.00,    -99.00,     18.74,    -99.00,     14.81,     11.25,      9.24,      7.97,      7.09,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,     20.58,     55.52,      7.76,      7.76,      0.00,      0.00,      0.00,      3.22,      0.00,      3.36,      2.53,     12.59,      3.09,     54.35,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  302.7396,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.17,     12.64,     11.39,     11.25,      8.44,      7.28,    -99.00,    -99.00,    -99.00,     18.75,    -99.00,     14.68,     11.28,      9.34,      7.96,      7.09,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,     20.58,     55.52,      7.76,      7.76,      0.00,      0.00,      0.00,      3.22,      0.00,      3.36,      2.53,     12.59,      3.09,     54.35,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  302.7805,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.29,     12.87,     11.59,     11.49,      8.55,      7.31,    -99.00,    -99.00,    -99.00,     18.73,    -99.00,     14.76,     11.56,      9.54,      8.03,      7.11,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,     20.58,     55.52,      7.76,      7.76,      0.00,      0.00,      0.00,      3.22,      0.00,      3.36,      2.53,     12.59,      3.09,     54.35,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  302.8233,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.37,     12.98,     11.66,     11.55,      8.48,      7.30,    -99.00,    -99.00,    -99.00,     18.72,    -99.00,     14.83,     11.66,      9.58,      8.01,      7.10,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,     20.58,     55.52,      7.76,      7.76,      0.00,      0.00,      0.00,      3.22,      0.00,      3.36,      2.53,     12.59,      3.09,     54.35,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  302.8649,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.37,     12.91,     11.57,     11.46,      8.45,      7.25,    -99.00,    -99.00,    -99.00,     18.70,    -99.00,     14.85,     11.55,      9.44,      7.92,      7.07,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,     20.58,     55.52,      7.76,      7.76,      0.00,      0.00,      0.00,      3.22,      0.00,      3.36,      2.53,     12.59,      3.09,     54.35,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  302.9067,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.53,     13.02,     11.58,     11.50,      8.44,      7.25,    -99.00,    -99.00,    -99.00,     18.69,    -99.00,     15.01,     11.61,      9.43,      7.90,      7.07,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,     20.58,     55.52,      7.76,      7.76,      0.00,      0.00,      0.00,      3.22,      0.00,      3.36,      2.53,     12.59,      3.09,     54.35,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  302.9473,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.72,     13.07,     11.60,     11.52,      8.44,      7.25,    -99.00,    -99.00,    -99.00,     18.68,    -99.00,     15.09,     11.63,      9.44,      7.91,      7.07,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,     20.58,     55.52,      7.76,      7.76,      0.00,      0.00,      0.00,      3.22,      0.00,      3.36,      2.53,     12.59,      3.09,     54.35,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  302.9888,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.64,     12.92,     11.46,     11.45,      8.42,      7.24,    -99.00,    -99.00,    -99.00,     18.67,    -99.00,     15.03,     11.50,      9.39,      7.90,      7.06,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,     20.58,     55.52,      7.76,      7.76,      0.00,      0.00,      0.00,      3.22,      0.00,      3.36,      2.53,     12.59,      3.09,     54.35,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.0314,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.39,     12.79,     11.30,     11.47,      8.51,      7.25,    -99.00,    -99.00,    -99.00,     18.66,    -99.00,     14.90,     11.44,      9.39,      7.91,      7.07,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.48,     16.72,      7.76,      0.00,      0.00,      0.00,      3.21,      0.00,      3.36,      2.53,     12.59,      3.09,     54.35,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.0736,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.29,     12.78,     11.35,     11.54,      8.56,      7.27,    -99.00,    -99.00,    -99.00,     18.65,    -99.00,     14.68,     11.51,      9.47,      7.95,      7.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.48,     16.72,      7.76,      0.00,      0.00,      0.00,      3.21,      0.00,      3.36,      2.53,     12.59,      3.09,     54.35,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.1154,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.16,     12.74,     11.37,     11.57,      8.59,      7.28,    -99.00,    -99.00,    -99.00,     18.64,    -99.00,     14.50,     11.55,      9.51,      7.98,      7.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.48,     16.72,      7.77,      0.00,      0.00,      0.00,      3.21,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.1573,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.07,     12.71,     11.37,     11.59,      8.59,      7.28,    -99.00,    -99.00,    -99.00,     18.62,    -99.00,     14.37,     11.58,      9.50,      7.98,      7.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.48,     16.72,      7.77,      0.00,      0.00,      0.00,      3.21,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.1978,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.15,     12.83,     11.49,     11.67,      8.61,      7.28,    -99.00,    -99.00,    -99.00,     18.61,    -99.00,     14.44,     11.71,      9.54,      7.99,      7.09,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.21,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.2400,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.17,     12.83,     11.46,     11.65,      8.55,      7.27,    -99.00,    -99.00,    -99.00,     18.59,    -99.00,     14.46,     11.69,      9.43,      7.95,      7.07,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.21,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.2825,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.18,     12.82,     11.38,     11.58,      8.48,      7.25,    -99.00,    -99.00,    -99.00,     18.58,    -99.00,     14.49,     11.61,      9.24,      7.91,      7.06,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.21,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.3243,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.28,     12.90,     11.42,     11.60,      8.47,      7.25,    -99.00,    -99.00,    -99.00,     18.56,    -99.00,     14.69,     11.66,      9.21,      7.91,      7.06,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.21,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.3644,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.29,     12.91,     11.40,     11.56,      8.43,      7.25,    -99.00,    -99.00,    -99.00,     18.55,    -99.00,     14.70,     11.64,      9.17,      7.91,      7.06,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.21,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.4083,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.26,     12.89,     11.36,     11.51,      8.42,      7.25,    -99.00,    -99.00,    -99.00,     18.55,    -99.00,     14.68,     11.59,      9.14,      7.91,      7.06,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.20,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.4485,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.32,     12.97,     11.46,     11.58,      8.48,      7.27,    -99.00,    -99.00,    -99.00,     18.54,    -99.00,     14.73,     11.71,      9.19,      7.94,      7.07,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.20,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.4892,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.34,     13.01,     11.52,     11.62,      8.50,      7.27,    -99.00,    -99.00,    -99.00,     18.53,    -99.00,     14.75,     11.77,      9.21,      7.95,      7.07,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.20,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.5333,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.37,     13.04,     11.56,     11.65,      8.51,      7.27,    -99.00,    -99.00,    -99.00,     18.51,    -99.00,     14.78,     11.82,      9.23,      7.96,      7.07,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.20,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.5725,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.44,     13.11,     11.64,     11.72,      8.54,      7.28,    -99.00,    -99.00,    -99.00,     18.50,    -99.00,     14.84,     11.91,      9.27,      7.97,      7.07,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.20,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.6151,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.45,     13.11,     11.65,     11.74,      8.55,      7.28,    -99.00,    -99.00,    -99.00,     18.49,    -99.00,     14.86,     11.92,      9.28,      7.98,      7.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.20,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.6561,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.40,     13.06,     11.59,     11.70,      8.55,      7.29,    -99.00,    -99.00,    -99.00,     18.48,    -99.00,     14.81,     11.85,      9.27,      7.99,      7.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.20,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.6988,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.35,     13.04,     11.59,     11.71,      8.58,      7.30,    -99.00,    -99.00,    -99.00,     18.47,    -99.00,     14.77,     11.86,      9.31,      8.03,      7.09,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.20,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.7408,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.38,     13.11,     11.71,     11.82,      8.65,      7.34,    -99.00,    -99.00,    -99.00,     18.45,    -99.00,     14.77,     11.98,      9.42,      8.09,      7.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.20,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.7819,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.39,     13.16,     11.78,     11.88,      8.70,      7.37,    -99.00,    -99.00,    -99.00,     18.44,    -99.00,     14.77,     12.07,      9.54,      8.13,      7.09,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.19,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.8238,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.39,     13.19,     11.81,     11.91,      8.71,      7.37,    -99.00,    -99.00,    -99.00,     18.44,    -99.00,     14.76,     12.11,      9.56,      8.13,      7.10,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.19,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.8651,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.44,     13.26,     11.87,     11.97,      8.71,      7.35,    -99.00,    -99.00,    -99.00,     18.44,    -99.00,     14.81,     12.18,      9.58,      8.12,      7.09,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.19,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.9077,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.48,     13.29,     11.88,     11.98,      8.68,      7.33,    -99.00,    -99.00,    -99.00,     18.44,    -99.00,     14.85,     12.20,      9.55,      8.09,      7.08,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.19,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.9485,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.45,     13.26,     11.81,     11.93,      8.63,      7.30,    -99.00,    -99.00,    -99.00,     18.43,    -99.00,     14.82,     12.14,      9.48,      8.04,      7.09,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.19,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  303.9899,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     14.44,     13.29,     11.85,     11.98,      8.64,      7.29,    -99.00,    -99.00,    -99.00,     18.43,    -99.00,     14.80,     12.19,      9.51,      8.03,      7.09,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      4.66,      4.66,      4.66,     62.49,     16.72,      7.77,      0.00,      0.00,      0.00,      3.19,      0.00,      3.36,      2.53,     12.59,      3.09,     54.36,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
